x,y
-1,0.408251172769385
-0.995,0.331928592455383
-0.99,0.265649313056226
-0.985,0.208312664187845
-0.98,0.15893124046487
-0.975,0.116619030803015
-0.97,0.080580853723575
-0.965,0.050102948613619
-0.96,0.024544590679037
-0.955,0.003330612952319
-0.95,-0.014055267549566
-0.945,-0.028076410345809
-0.94,-0.039148578896617
-0.935,-0.047644705749534
-0.93,-0.053899158054281
-0.925,-0.058211558824463
-0.92,-0.060850212937717
-0.915,-0.062055181236155
-0.91,-0.062041041124601
-0.905,-0.060999367684638
-0.9,-0.059100965457466
-0.895,-0.056497877636042
-0.89,-0.053325196392872
-0.885,-0.049702695406415
-0.88,-0.045736303294574
-0.875,-0.041519434581518
-0.87,-0.037134192981843
-0.865,-0.032652460155398
-0.86,-0.028136881642202
-0.855,-0.023641760407696
-0.85,-0.019213867294864
-0.845,-0.014893176674554
-0.84,-0.010713534693653
-0.835,-0.006703266729412
-0.83,-0.002885729955629
-0.825,0.000720183697723
-0.82,0.004099589464469
-0.815,0.007241192308025
-0.81,0.010136906337882
-0.805,0.012781507672129
-0.8,0.015172317688979
-0.795,0.017308913920054
-0.79,0.019192866114235
-0.785,0.020827495247179
-0.78,0.022217653471327
-0.775,0.023369523197443
-0.77,0.024290433674054
-0.765,0.024988693587857
-0.76,0.025473438348345
-0.755,0.025754490845447
-0.75,0.025842234581318
-0.745,0.025747498178235
-0.74,0.025481450354917
-0.735,0.025055504544733
-0.73,0.024481232402171
-0.725,0.023770285509492
-0.72,0.022934324654486
-0.715,0.021984956103384
-0.71,0.020933674340907
-0.705,0.019791810792646
-0.7,0.018570488084059
-0.695,0.017280579425683
-0.69,0.015932672746129
-0.685,0.01453703922346
-0.68,0.013103605891812
-0.675,0.011641932024051
-0.67,0.010161189013019
-0.665,0.00867014349369
-0.66,0.007177143466688
-0.655,0.005690107200089
-0.65,0.004216514701578
-0.645,0.00276340156683
-0.64,0.001337355022752
-0.635,-0.000055488004143
-0.63,-0.001409440953183
-0.625,-0.002719265977825
-0.62,-0.003980170716647
-0.615,-0.005187803618432
-0.61,-0.006338247944833
-0.605,-0.007428014566831
-0.6,-0.008454033664382
-0.595,-0.009413645432308
-0.59,-0.010304589889585
-0.585,-0.011124995883617
-0.58,-0.011873369375923
-0.575,-0.012548581090775
-0.57,-0.013149853603754
-0.565,-0.013676747942865
-0.56,-0.014129149770802
-0.555,-0.014507255213085
-0.55,-0.014811556393172
-0.545,-0.015042826732174
-0.54,-0.015202106067558
-0.535,-0.01529068564209
-0.53,-0.015310093011302
-0.525,-0.015262076914974
-0.52,-0.015148592155401
-0.515,-0.014971784522662
-0.51,-0.014733975804637
-0.505,-0.014437648917189
-0.5,-0.014085433187644
-0.495,-0.013680089822578
-0.49,-0.013224497588821
-0.485,-0.012721638734616
-0.48,-0.012174585175971
-0.475,-0.011586484971374
-0.47,-0.010960549106325
-0.465,-0.01030003860741
-0.46,-0.009608252004006
-0.455,-0.008888513154186
-0.45,-0.008144159449806
-0.445,-0.007378530414377
-0.44,-0.006594956705864
-0.435,-0.005796749535255
-0.43,-0.004987190510405
-0.425,-0.004169521913434
-0.42,-0.003346937418754
-0.415,-0.002522573257632
-0.41,-0.001699499834091
-0.405,-0.000880713795879
-0.4,-0.000069130563208
-0.395,0.000732422683031
-0.39,0.00152121355281
-0.385,0.002294610538421
-0.38,0.003050088646861
-0.375,0.003785234575026
-0.37,0.004497751430357
-0.365,0.005185463000401
-0.36,0.005846317575426
-0.355,0.006478391328989
-0.35,0.007079891261974
-0.345,0.007649157716295
-0.34,0.008184666465029
-0.335,0.008685030386362
-0.33,0.009149000729236
-0.325,0.009575467979124
-0.32,0.009963462332855
-0.315,0.010312153791847
-0.31,0.010620851883572
-0.305,0.010889005021445
-0.3,0.011116199513745
-0.295,0.011302158232507
-0.29,0.011446738953663
-0.285,0.011549932379998
-0.28,0.011611859858803
-0.275,0.011632770806306
-0.27,0.011613039851245
-0.265,0.011553163710134
-0.26,0.01145375780695
-0.255,0.011315552650143
-0.25,0.011139389980029
-0.245,0.010926218699706
-0.24,0.010677090602771
-0.235,0.010393155911185
-0.23,0.01007565863667
-0.225,0.009725931779102
-0.22,0.009345392375344
-0.215,0.008935536411998
-0.21,0.008497933615516
-0.205,0.00803422213308
-0.2,0.00754610311763
-0.195,0.007035335230306
-0.19,0.006503729073537
-0.185,0.005953141567866
-0.18,0.0053854702855
-0.175,0.004802647753448
-0.17,0.004206635738938
-0.165,0.003599419529665
-0.16,0.002983002221233
-0.155,0.002359399023962
-0.15,0.001730631601027
-0.145,0.001098722449685
-0.14,0.000465689337104
-0.135,-0.000166460197921
-0.13,-0.00079573426636
-0.125,-0.001420161962663
-0.12,-0.002037798600355
-0.115,-0.002646730839287
-0.11,-0.003245081694677
-0.105,-0.003831015418346
-0.1,-0.004402742242878
-0.095,-0.00495852297978
-0.09,-0.005496673463031
-0.085,-0.006015568829761
-0.08,-0.006513647630159
-0.075,-0.006989415759058
-0.07,-0.007441450202025
-0.065,-0.007868402589144
-0.06,-0.008269002550077
-0.055,-0.008642060864346
-0.05,-0.008986472401214
-0.045,-0.009301218843897
-0.04,-0.009585371193263
-0.035,-0.009838092046587
-0.03,-0.010058637647316
-0.025,-0.010246359702248
-0.02,-0.010400706962902
-0.015,-0.01052122656833
-0.01,-0.010607565146985
-0.005,-0.010659469675746
0,-0.010676788094575
0.005,-0.010659469675746
0.01,-0.010607565146985
0.015,-0.01052122656833
0.02,-0.010400706962902
0.025,-0.010246359702248
0.03,-0.010058637647316
0.035,-0.009838092046587
0.04,-0.009585371193263
0.045,-0.009301218843897
0.05,-0.008986472401214
0.055,-0.008642060864346
0.06,-0.008269002550077
0.065,-0.007868402589144
0.07,-0.007441450202025
0.075,-0.006989415759058
0.08,-0.006513647630159
0.085,-0.006015568829761
0.09,-0.005496673463031
0.095,-0.00495852297978
0.1,-0.004402742242878
0.105,-0.003831015418346
0.11,-0.003245081694677
0.115,-0.002646730839287
0.12,-0.002037798600355
0.125,-0.001420161962663
0.13,-0.00079573426636
0.135,-0.000166460197921
0.14,0.000465689337104
0.145,0.001098722449685
0.15,0.001730631601027
0.155,0.002359399023962
0.16,0.002983002221233
0.165,0.003599419529665
0.17,0.004206635738938
0.175,0.004802647753448
0.18,0.0053854702855
0.185,0.005953141567866
0.19,0.006503729073537
0.195,0.007035335230306
0.2,0.00754610311763
0.205,0.00803422213308
0.21,0.008497933615516
0.215,0.008935536411998
0.22,0.009345392375344
0.225,0.009725931779102
0.23,0.01007565863667
0.235,0.010393155911185
0.24,0.010677090602771
0.245,0.010926218699706
0.25,0.011139389980029
0.255,0.011315552650143
0.26,0.01145375780695
0.265,0.011553163710134
0.27,0.011613039851245
0.275,0.011632770806306
0.28,0.011611859858803
0.285,0.011549932379998
0.29,0.011446738953663
0.295,0.011302158232508
0.3,0.011116199513745
0.305,0.010889005021445
0.31,0.010620851883572
0.315,0.010312153791847
0.32,0.009963462332855
0.325,0.009575467979124
0.33,0.009149000729236
0.335,0.008685030386362
0.34,0.008184666465029
0.345,0.007649157716295
0.35,0.007079891261974
0.355,0.006478391328989
0.36,0.005846317575426
0.365,0.005185463000401
0.37,0.004497751430357
0.375,0.003785234575026
0.38,0.003050088646861
0.385,0.002294610538421
0.39,0.00152121355281
0.395,0.000732422683031
0.4,-0.000069130563208
0.405,-0.000880713795879
0.41,-0.001699499834091
0.415,-0.002522573257632
0.42,-0.003346937418754
0.425,-0.004169521913434
0.43,-0.004987190510405
0.435,-0.005796749535255
0.44,-0.006594956705864
0.445,-0.007378530414377
0.45,-0.008144159449806
0.455,-0.008888513154186
0.46,-0.009608252004006
0.465,-0.01030003860741
0.47,-0.010960549106325
0.475,-0.011586484971374
0.48,-0.012174585175971
0.485,-0.012721638734617
0.49,-0.013224497588821
0.495,-0.013680089822578
0.5,-0.014085433187644
0.505,-0.014437648917189
0.51,-0.014733975804637
0.515,-0.014971784522662
0.52,-0.015148592155401
0.525,-0.015262076914974
0.53,-0.015310093011302
0.535,-0.01529068564209
0.54,-0.015202106067558
0.545,-0.015042826732174
0.55,-0.014811556393172
0.555,-0.014507255213085
0.56,-0.014129149770802
0.565,-0.013676747942865
0.57,-0.013149853603754
0.575,-0.012548581090775
0.58,-0.011873369375923
0.585,-0.011124995883617
0.59,-0.010304589889585
0.595,-0.009413645432308
0.6,-0.008454033664382
0.605,-0.007428014566831
0.61,-0.006338247944833
0.615,-0.005187803618432
0.62,-0.003980170716647
0.625,-0.002719265977825
