x,y
-1,0.940456403667957
-0.995,0.942555303491333
-0.99,0.94441408635623
-0.985,0.946036213511251
-0.98,0.947425128767978
-0.975,0.948584258500974
-0.97,0.94951701164778
-0.965,0.950226779708916
-0.96,0.950716936747883
-0.955,0.95099083939116
-0.95,0.951051826828206
-0.945,0.950903220811458
-0.94,0.950548325656335
-0.935,0.949990428241233
-0.93,0.949232798007528
-0.925,0.948278686959575
-0.92,0.947131329664709
-0.915,0.945793943253244
-0.91,0.944269727418474
-0.905,0.94256186441667
-0.9,0.940673519067085
-0.895,0.938607838751951
-0.89,0.936367953416477
-0.885,0.933956975568855
-0.88,0.931378000280252
-0.875,0.928634105184819
-0.87,0.925728350479682
-0.865,0.922663778924949
-0.86,0.919443415843707
-0.855,0.916070269122022
-0.85,0.912547329208939
-0.845,0.908877569116482
-0.84,0.905063944419655
-0.835,0.901109393256443
-0.83,0.897016836327806
-0.825,0.892789176897688
-0.82,0.888429300793009
-0.815,0.88394007640367
-0.81,0.879324354682551
-0.805,0.874584969145511
-0.8,0.869724735871389
-0.795,0.864746453502002
-0.79,0.859652903242148
-0.785,0.854446848859603
-0.78,0.849131036685124
-0.775,0.843708195612444
-0.77,0.83818103709828
-0.765,0.832552255162324
-0.76,0.82682452638725
-0.755,0.82100050991871
-0.75,0.815082847465337
-0.745,0.80907416329874
-0.74,0.802977064253512
-0.735,0.796794139727222
-0.73,0.790527961680418
-0.725,0.784181084636629
-0.72,0.777756045682363
-0.715,0.771255364467107
-0.71,0.764681543203328
-0.705,0.758037066666472
-0.7,0.751324402194962
-0.695,0.744545999690205
-0.69,0.737704291616583
-0.685,0.730801693001461
-0.68,0.72384060143518
-0.675,0.716823397071061
-0.67,0.709752442625406
-0.665,0.702630083377495
-0.66,0.695458647169589
-0.655,0.688240444406926
-0.65,0.680977768057725
-0.645,0.673672893653183
-0.64,0.666328079287477
-0.635,0.658945565617764
-0.63,0.651527575864179
-0.625,0.644076315809838
-0.62,0.636593973800834
-0.615,0.629082720746242
-0.61,0.621544710118114
-0.605,0.613982077951484
-0.6,0.606396942844361
-0.595,0.598791405957738
-0.59,0.591167551015585
-0.585,0.583527444304851
-0.58,0.575873134675465
-0.575,0.568206653540337
-0.57,0.560530014875352
-0.565,0.552845215219379
-0.56,0.545154233674264
-0.555,0.537459031904831
-0.55,0.529761554138887
-0.545,0.522063727167215
-0.54,0.514367460343579
-0.535,0.506674645584722
-0.53,0.498987157370366
-0.525,0.491306852743213
-0.52,0.483635571308944
-0.515,0.475975135236219
-0.51,0.468327349256676
-0.505,0.460694000664937
-0.5,0.453076859318598
-0.495,0.445477677638237
-0.49,0.437898190607411
-0.485,0.430340115772656
-0.48,0.422805153243488
-0.475,0.415294985692402
-0.47,0.407811278354871
-0.465,0.40035567902935
-0.46,0.39292981807727
-0.455,0.385535308423046
-0.45,0.378173745554067
-0.445,0.370846707520704
-0.44,0.363555754936309
-0.435,0.35630243097721
-0.43,0.349088261382715
-0.425,0.341914754455114
-0.42,0.334783401059674
-0.415,0.327695674624641
-0.41,0.320653031141242
-0.405,0.313656909163682
-0.4,0.306708729809146
-0.395,0.299809896757798
-0.39,0.292961796252781
-0.385,0.286165797100218
-0.38,0.279423250669212
-0.375,0.272735490891843
-0.37,0.266103834263173
-0.365,0.259529579841241
-0.36,0.253014009247067
-0.355,0.24655838666465
-0.35,0.240163958840967
-0.345,0.233831955085976
-0.34,0.227563587272614
-0.335,0.221360049836797
-0.33,0.21522251977742
-0.325,0.209152156656358
-0.32,0.203150102598465
-0.315,0.197217482291574
-0.31,0.191355402986498
-0.305,0.185564954497029
-0.3,0.179847209199939
-0.295,0.174203222034977
-0.29,0.168634030504874
-0.285,0.163140654675339
-0.28,0.157724097175062
-0.275,0.152385343195709
-0.27,0.147125360491928
-0.265,0.141945099381346
-0.26,0.136845492744569
-0.255,0.131827456025182
-0.25,0.12689188722975
-0.245,0.122039666927816
-0.24,0.117271658251904
-0.235,0.112588706897517
-0.23,0.107991641123136
-0.225,0.103481271750223
-0.22,0.099058392163217
-0.215,0.09472377830954
-0.21,0.090478188699591
-0.205,0.086322364406747
-0.2,0.082257029067368
-0.195,0.078282888880789
-0.19,0.074400632609328
-0.185,0.07061093157828
-0.18,0.066914439675921
-0.175,0.063311793353506
-0.17,0.059803611625267
-0.165,0.056390496068419
-0.16,0.053073030823153
-0.155,0.049851782592643
-0.15,0.046727300643038
-0.145,0.043700116803469
-0.14,0.040770745466046
-0.135,0.037939683585859
-0.13,0.035207410680975
-0.125,0.032574388832444
-0.12,0.03004106268429
-0.115,0.027607859443522
-0.11,0.025275188880126
-0.105,0.023043443327065
-0.1,0.020912997680284
-0.095,0.018884209398708
-0.09,0.01695741850424
-0.085,0.015132947581761
-0.08,0.013411101779134
-0.075,0.0117921688072
-0.07,0.010276418939779
-0.065,0.008864105013671
-0.06,0.007555462428655
-0.055,0.006350709147489
-0.05,0.005250045695911
-0.045,0.004253655162639
-0.04,0.003361703199368
-0.035,0.002574338020774
-0.03,0.001891690404512
-0.025,0.001313873691218
-0.02,0.000840983784503
-0.015,0.000473099150962
-0.01,0.000210280820167
-0.005,0.000052572384669
0,0.000000000000000
0.005,0.000052572384669
0.01,0.000210280820167
0.015,0.000473099150962
0.02,0.000840983784503
0.025,0.001313873691218
0.03,0.001891690404512
0.035,0.002574338020774
0.04,0.003361703199368
0.045,0.004253655162639
0.05,0.005250045695911
0.055,0.006350709147489
0.06,0.007555462428655
0.065,0.008864105013671
0.07,0.010276418939779
0.075,0.0117921688072
0.08,0.013411101779134
0.085,0.015132947581761
0.09,0.01695741850424
0.095,0.018884209398708
0.1,0.020912997680284
0.105,0.023043443327064
0.11,0.025275188880125
0.115,0.027607859443522
0.12,0.03004106268429
0.125,0.032574388832443
0.13,0.035207410680975
0.135,0.037939683585859
0.14,0.040770745466046
0.145,0.043700116803469
0.15,0.046727300643037
0.155,0.049851782592642
0.16,0.053073030823153
0.165,0.056390496068419
0.17,0.059803611625267
0.175,0.063311793353506
0.18,0.066914439675921
0.185,0.07061093157828
0.19,0.074400632609328
0.195,0.078282888880789
0.2,0.082257029067367
0.205,0.086322364406747
0.21,0.090478188699591
0.215,0.09472377830954
0.22,0.099058392163217
0.225,0.103481271750222
0.23,0.107991641123136
0.235,0.112588706897517
0.24,0.117271658251904
0.245,0.122039666927816
0.25,0.12689188722975
0.255,0.131827456025182
0.26,0.136845492744569
0.265,0.141945099381346
0.27,0.147125360491928
