x,y
-1,1
-0.995,0.970539719785857
-0.99,0.941616819902613
-0.985,0.913225425328862
-0.98,0.88535969064028
-0.975,0.858013800009631
-0.97,0.831181967206761
-0.965,0.804858435598604
-0.96,0.779037478149177
-0.955,0.753713397419586
-0.95,0.728880525568016
-0.945,0.704533224349742
-0.94,0.680665885117124
-0.935,0.657272928819604
-0.93,0.634348806003712
-0.925,0.611887996813062
-0.92,0.589885010988355
-0.915,0.568334387867373
-0.91,0.547230696384988
-0.905,0.526568535073154
-0.9,0.506342532060911
-0.895,0.486547345074385
-0.89,0.467177661436788
-0.885,0.448228198068413
-0.88,0.429693701486642
-0.875,0.411568947805941
-0.87,0.393848742737861
-0.865,0.37652792159104
-0.86,0.359601349271198
-0.855,0.343063920281142
-0.85,0.326910558720765
-0.845,0.311136218287043
-0.84,0.295735882274039
-0.835,0.280704563572901
-0.83,0.26603730467186
-0.825,0.251729177656235
-0.82,0.237775284208429
-0.815,0.224170755607931
-0.81,0.210910752731313
-0.805,0.197990466052233
-0.8,0.185405115641437
-0.795,0.173149951166753
-0.79,0.161220251893095
-0.785,0.149611326682461
-0.78,0.138318513993938
-0.775,0.127337181883694
-0.77,0.116662728004985
-0.765,0.106290579608149
-0.76,0.096216193540613
-0.755,0.086435056246887
-0.75,0.076942683768566
-0.745,0.067734621744331
-0.74,0.058806445409948
-0.735,0.050153759598268
-0.73,0.041772198739227
-0.725,0.033657426859847
-0.72,0.025805137584234
-0.715,0.01821105413358
-0.71,0.010870929326163
-0.705,0.003780545577343
-0.7,-0.003064285100431
-0.695,-0.009667721097627
-0.69,-0.016033891207627
-0.685,-0.022166894626729
-0.68,-0.028070800954144
-0.675,-0.033749650191999
-0.67,-0.039207452745336
-0.665,-0.044448189422112
-0.66,-0.049475811433197
-0.655,-0.054294240392378
-0.65,-0.058907368316355
-0.645,-0.063319057624744
-0.64,-0.067533141140076
-0.635,-0.071553422087796
-0.63,-0.075383674096265
-0.625,-0.079027641196757
-0.62,-0.082489037823462
-0.615,-0.085771548813485
-0.61,-0.088878829406845
-0.605,-0.091814505246477
-0.6,-0.094582172378229
-0.595,-0.097185397250867
-0.59,-0.099627716716067
-0.585,-0.101912638028425
-0.58,-0.104043638845448
-0.575,-0.106024167227559
-0.57,-0.107857641638098
-0.565,-0.109547450943316
-0.56,-0.111096954412381
-0.555,-0.112509481717376
-0.55,-0.113788332933298
-0.545,-0.11493677853806
-0.54,-0.115958059412487
-0.535,-0.116855386840323
-0.53,-0.117631942508224
-0.525,-0.11829087850576
-0.52,-0.11883531732542
-0.515,-0.119268351862602
-0.51,-0.119593045415624
-0.505,-0.119812431685717
-0.5,-0.119929514777025
-0.495,-0.119947269196609
-0.49,-0.119868639854445
